gid,request,reason,weight_kzt,priority_score
100000006169033100,входящие извне выборки,"отдал 1.1 млн ₸, получил в выборке 49 тыс ₸: разница 1.1 млн ₸; проверить начальный остаток и невидимый вход",1091271.0,0.3505
100000002109656100,снятие наличных / межбанк / покупки,"получил 500 тыс ₸ от 1, внутрибанковских исходящих нет",500000.0,0.35
100000002644285100,снятие наличных / межбанк / покупки,"получил 500 тыс ₸ от 1, внутрибанковских исходящих нет",500000.0,0.35
100000008722417100,входящие извне выборки,"отдал 720 тыс ₸, получил в выборке 332 тыс ₸: разница 388 тыс ₸; проверить начальный остаток и невидимый вход",388100.0,0.3499
100000002748532100,входящие извне выборки,"отдал 647 тыс ₸, получил в выборке 356 тыс ₸: разница 291 тыс ₸; проверить начальный остаток и невидимый вход",291110.0,0.3465
100000002799941100,снятие наличных / межбанк / покупки,"получил 600 тыс ₸ от 1, внутрибанковских исходящих нет",600000.0,0.3464
100000001677929100,входящие извне выборки,"отдал 286 тыс ₸, получил в выборке 127 тыс ₸: разница 159 тыс ₸; проверить начальный остаток и невидимый вход",159321.0,0.3462
100000008188026100,входящие извне выборки,"отдал 338 тыс ₸, получил в выборке 86 тыс ₸: разница 252 тыс ₸; проверить начальный остаток и невидимый вход",251515.16999999998,0.346
100000008636603100,входящие извне выборки,"отдал 159 тыс ₸, получил в выборке 35 тыс ₸: разница 124 тыс ₸; проверить начальный остаток и невидимый вход",123915.0,0.3455
100000001053894100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.83; получил 2 млн ₸,1667516.4403068624,0.344
100000005140601100,входящие извне выборки,"отдал 195 тыс ₸, получил в выборке 53 тыс ₸: разница 143 тыс ₸; проверить начальный остаток и невидимый вход",142615.0,0.3434
100000002773323100,входящие извне выборки,"отдал 1.2 млн ₸, получил в выборке 285 тыс ₸: разница 887 тыс ₸; проверить начальный остаток и невидимый вход",886644.0,0.3427
100000003589877100,входящие извне выборки,"отдал 416 тыс ₸, получил в выборке 176 тыс ₸: разница 240 тыс ₸; проверить начальный остаток и невидимый вход",240129.0,0.3422
100000002032323100,входящие извне выборки,"отдал 1.1 млн ₸, получил в выборке 300 тыс ₸: разница 750 тыс ₸; проверить начальный остаток и невидимый вход",750000.0,0.341
100000008175078100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.92; получил 1.8 млн ₸,1703447.6465316347,0.3405
100000008775471100,снятие наличных / межбанк / покупки,"получил 580 тыс ₸ от 1, внутрибанковских исходящих нет",580000.0,0.3405
100000005664922100,входящие извне выборки,"отдал 537 тыс ₸, получил в выборке 22 тыс ₸: разница 515 тыс ₸; проверить начальный остаток и невидимый вход",515000.0,0.3398
100000008430691100,входящие извне выборки,"отдал 605 тыс ₸, получил в выборке 20 тыс ₸: разница 585 тыс ₸; проверить начальный остаток и невидимый вход",584900.0,0.3393
100000007382543100,входящие извне выборки,"отдал 427 тыс ₸, получил в выборке 218 тыс ₸: разница 209 тыс ₸; проверить начальный остаток и невидимый вход",209000.0,0.3372
100000001526235100,входящие извне выборки,"отдал 433 тыс ₸, получил в выборке 82 тыс ₸: разница 351 тыс ₸; проверить начальный остаток и невидимый вход",350750.0,0.3346
100000004077081100,входящие извне выборки,"отдал 615 тыс ₸, получил в выборке 140 тыс ₸: разница 475 тыс ₸; проверить начальный остаток и невидимый вход",475000.0,0.3326
100000000490383100,входящие извне выборки,"отдал 461 тыс ₸, получил в выборке 63 тыс ₸: разница 399 тыс ₸; проверить начальный остаток и невидимый вход",398775.0,0.3314
100000008761219100,входящие извне выборки,"отдал 375 тыс ₸, получил в выборке 50 тыс ₸: разница 325 тыс ₸; проверить начальный остаток и невидимый вход",325000.0,0.3288
100000004398811100,входящие извне выборки,"отдал 1 млн ₸, получил в выборке 426 тыс ₸: разница 615 тыс ₸; проверить начальный остаток и невидимый вход",614672.0,0.3271
100000005665181100,входящие извне выборки,"отдал 182 тыс ₸, получил в выборке 45 тыс ₸: разница 136 тыс ₸; проверить начальный остаток и невидимый вход",136417.0,0.3257
100000003001661100,входящие извне выборки,"отдал 440 тыс ₸, получил в выборке 110 тыс ₸: разница 330 тыс ₸; проверить начальный остаток и невидимый вход",329500.0,0.3243
100000008587459100,входящие извне выборки,"отдал 686 тыс ₸, получил в выборке 182 тыс ₸: разница 505 тыс ₸; проверить начальный остаток и невидимый вход",504993.0,0.3241
100000005498992100,входящие seed (источник выручки),seed переправил 2.3 млн ₸; входящие seed в выгрузке неполны,2262868.0,0.3227
100000008490127100,входящие извне выборки,"отдал 923 тыс ₸, получил в выборке 432 тыс ₸: разница 491 тыс ₸; проверить начальный остаток и невидимый вход",491245.0,0.3223
100000008680731100,входящие seed (источник выручки),seed переправил 1.5 млн ₸; входящие seed в выгрузке неполны,1464354.0,0.3216
100000001317336100,входящие извне выборки,"отдал 1.8 млн ₸, получил в выборке 131 тыс ₸: разница 1.6 млн ₸; проверить начальный остаток и невидимый вход",1620804.0,0.3156
100000006240939100,входящие извне выборки,"отдал 778 тыс ₸, получил в выборке 160 тыс ₸: разница 618 тыс ₸; проверить начальный остаток и невидимый вход",618015.0,0.3147
100000003154105100,входящие извне выборки,"отдал 338 тыс ₸, получил в выборке 60 тыс ₸: разница 278 тыс ₸; проверить начальный остаток и невидимый вход",278000.0,0.3146
100000004269433100,входящие seed (источник выручки),seed переправил 1.4 млн ₸; входящие seed в выгрузке неполны,1372000.0,0.3143
100000005075949100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.69; получил 2.2 млн ₸,1544083.6631909197,0.3131
100000008121806100,входящие извне выборки,"отдал 249 тыс ₸, получил в выборке 67 тыс ₸: разница 182 тыс ₸; проверить начальный остаток и невидимый вход",181509.0,0.3091
100000000733451100,входящие извне выборки,"отдал 300 тыс ₸, получил в выборке 70 тыс ₸: разница 230 тыс ₸; проверить начальный остаток и невидимый вход",230000.0,0.3071
100000008258458100,входящие извне выборки,"отдал 1.6 млн ₸, получил в выборке 19 тыс ₸: разница 1.5 млн ₸; проверить начальный остаток и невидимый вход",1538988.0,0.3064
100000005634552100,входящие извне выборки,"отдал 1.2 млн ₸, получил в выборке 26 тыс ₸: разница 1.2 млн ₸; проверить начальный остаток и невидимый вход",1170150.0,0.3053
100000007392365100,входящие извне выборки,"отдал 1.8 млн ₸, получил в выборке 10 тыс ₸: разница 1.8 млн ₸; проверить начальный остаток и невидимый вход",1755987.0,0.3003
100000000413678100,входящие извне выборки,"отдал 528 тыс ₸, получил в выборке 306 тыс ₸: разница 222 тыс ₸; проверить начальный остаток и невидимый вход",221698.0,0.2976
100000003968044100,входящие извне выборки,"отдал 311 тыс ₸, получил в выборке 40 тыс ₸: разница 271 тыс ₸; проверить начальный остаток и невидимый вход",271000.0,0.2954
100000003616818100,входящие извне выборки,"отдал 240 тыс ₸, получил в выборке 78 тыс ₸: разница 162 тыс ₸; проверить начальный остаток и невидимый вход",162100.0,0.2938
100000001052945100,входящие извне выборки,"отдал 1.6 млн ₸, получил в выборке 57 тыс ₸: разница 1.5 млн ₸; проверить начальный остаток и невидимый вход",1539180.0,0.2937
100000008531133100,входящие извне выборки,"отдал 158 тыс ₸, получил в выборке 25 тыс ₸: разница 133 тыс ₸; проверить начальный остаток и невидимый вход",133271.68,0.2936
100000003917461100,входящие извне выборки,"отдал 140 тыс ₸, получил в выборке 10 тыс ₸: разница 130 тыс ₸; проверить начальный остаток и невидимый вход",130000.0,0.29
100000005264990100,входящие seed (источник выручки),seed переправил 122 тыс ₸; входящие seed в выгрузке неполны,122000.0,0.29
100000004715209100,входящие извне выборки,"отдал 350 тыс ₸, получил в выборке 5 тыс ₸: разница 345 тыс ₸; проверить начальный остаток и невидимый вход",345450.0,0.2896
100000001131403100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.56; получил 1.6 млн ₸,879293.1078787328,0.2895
100000005031696100,входящие извне выборки,"отдал 115 тыс ₸, получил в выборке 5 тыс ₸: разница 110 тыс ₸; проверить начальный остаток и невидимый вход",110000.0,0.2891
100000005547096100,входящие извне выборки,"отдал 226 тыс ₸, получил в выборке 8 тыс ₸: разница 218 тыс ₸; проверить начальный остаток и невидимый вход",218300.0,0.2885
100000007864477100,входящие извне выборки,"отдал 204 тыс ₸, получил в выборке 76 тыс ₸: разница 128 тыс ₸; проверить начальный остаток и невидимый вход",127500.0,0.286
100000008647905100,входящие извне выборки,"отдал 344 тыс ₸, получил в выборке 50 тыс ₸: разница 294 тыс ₸; проверить начальный остаток и невидимый вход",294222.0,0.285
100000000583220100,входящие извне выборки,"отдал 761 тыс ₸, получил в выборке 5 тыс ₸: разница 756 тыс ₸; проверить начальный остаток и невидимый вход",756255.0,0.2832
100000005048668100,входящие извне выборки,"отдал 159 тыс ₸, получил в выборке 17 тыс ₸: разница 143 тыс ₸; проверить начальный остаток и невидимый вход",142732.0,0.2824
100000008759857100,входящие извне выборки,"отдал 994 тыс ₸, получил в выборке 5 тыс ₸: разница 989 тыс ₸; проверить начальный остаток и невидимый вход",989000.0,0.281
100000004358004100,входящие seed (источник выручки),seed переправил 981 тыс ₸; входящие seed в выгрузке неполны,980850.0,0.2791
100000002513028100,входящие извне выборки,"отдал 333 тыс ₸, получил в выборке 10 тыс ₸: разница 323 тыс ₸; проверить начальный остаток и невидимый вход",323209.0,0.2752
100000002126791100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.55; получил 1.3 млн ₸,718050.2914627064,0.2738
100000001782980100,входящие извне выборки,"отдал 596 тыс ₸, получил в выборке 50 тыс ₸: разница 546 тыс ₸; проверить начальный остаток и невидимый вход",546200.0,0.272
100000005357705100,входящие извне выборки,"отдал 387 тыс ₸, получил в выборке 53 тыс ₸: разница 334 тыс ₸; проверить начальный остаток и невидимый вход",334485.0,0.2717
100000002481974100,входящие извне выборки,"отдал 318 тыс ₸, получил в выборке 89 тыс ₸: разница 229 тыс ₸; проверить начальный остаток и невидимый вход",228553.0,0.2717
100000007982728100,входящие seed (источник выручки),seed переправил 1.8 млн ₸; входящие seed в выгрузке неполны,1804384.0,0.2689
100000001788284100,входящие извне выборки,"отдал 297 тыс ₸, получил в выборке 8 тыс ₸: разница 289 тыс ₸; проверить начальный остаток и невидимый вход",288700.0,0.2637
100000005815602100,входящие извне выборки,"отдал 165 тыс ₸, получил в выборке 20 тыс ₸: разница 145 тыс ₸; проверить начальный остаток и невидимый вход",145000.0,0.2634
100000003037476100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.51; получил 555 тыс ₸,285227.2374100594,0.2614
100000002306369100,входящие извне выборки,"отдал 261 тыс ₸, получил в выборке 73 тыс ₸: разница 188 тыс ₸; проверить начальный остаток и невидимый вход",187734.0,0.2576
100000003190207100,входящие извне выборки,"отдал 377 тыс ₸, получил в выборке 5 тыс ₸: разница 372 тыс ₸; проверить начальный остаток и невидимый вход",372000.0,0.2564
100000004420041100,входящие извне выборки,"отдал 652 тыс ₸, получил в выборке 70 тыс ₸: разница 582 тыс ₸; проверить начальный остаток и невидимый вход",582192.0,0.256
100000001439416100,входящие извне выборки,"отдал 165 тыс ₸, получил в выборке 10 тыс ₸: разница 155 тыс ₸; проверить начальный остаток и невидимый вход",155000.0,0.254
100000003321895100,входящие извне выборки,"отдал 554 тыс ₸, получил в выборке 24 тыс ₸: разница 530 тыс ₸; проверить начальный остаток и невидимый вход",529830.0,0.2531
100000004508696100,входящие извне выборки,"отдал 111 тыс ₸, получил в выборке 7 тыс ₸: разница 104 тыс ₸; проверить начальный остаток и невидимый вход",104000.0,0.2518
100000000640800100,входящие извне выборки,"отдал 518 тыс ₸, получил в выборке 80 тыс ₸: разница 438 тыс ₸; проверить начальный остаток и невидимый вход",438135.0,0.2503
100000001427082100,входящие извне выборки,"отдал 125 тыс ₸, получил в выборке 5 тыс ₸: разница 120 тыс ₸; проверить начальный остаток и невидимый вход",119900.0,0.248
100000007472293100,входящие извне выборки,"отдал 346 тыс ₸, получил в выборке 5 тыс ₸: разница 341 тыс ₸; проверить начальный остаток и невидимый вход",340900.0,0.2465
100000005316708100,входящие извне выборки,"отдал 258 тыс ₸, получил в выборке 90 тыс ₸: разница 168 тыс ₸; проверить начальный остаток и невидимый вход",167500.0,0.2465
100000001893287100,входящие извне выборки,"отдал 153 тыс ₸, получил в выборке 18 тыс ₸: разница 135 тыс ₸; проверить начальный остаток и невидимый вход",134700.0,0.2455
100000004388983100,входящие seed (источник выручки),seed переправил 451 тыс ₸; входящие seed в выгрузке неполны,450816.0,0.2442
100000008760098100,входящие извне выборки,"отдал 390 тыс ₸, получил в выборке 7 тыс ₸: разница 383 тыс ₸; проверить начальный остаток и невидимый вход",383000.0,0.2423
100000004644615100,входящие извне выборки,"отдал 380 тыс ₸, получил в выборке 51 тыс ₸: разница 329 тыс ₸; проверить начальный остаток и невидимый вход",328855.0,0.2423
100000001222245100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.78; получил 420 тыс ₸,328161.29052476067,0.2393
100000003843844100,входящие извне выборки,"отдал 238 тыс ₸, получил в выборке 17 тыс ₸: разница 221 тыс ₸; проверить начальный остаток и невидимый вход",221320.0,0.2388
100000008293431100,входящие извне выборки,"отдал 297 тыс ₸, получил в выборке 15 тыс ₸: разница 282 тыс ₸; проверить начальный остаток и невидимый вход",282000.0,0.234
100000003985389100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.99; получил 423 тыс ₸,419972.35787177127,0.2304
100000003025903100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.81; получил 386 тыс ₸,313563.7708863209,0.2301
100000003873332100,входящие извне выборки,"отдал 286 тыс ₸, получил в выборке 23 тыс ₸: разница 263 тыс ₸; проверить начальный остаток и невидимый вход",262532.0,0.2246
100000003718715100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.58; получил 915 тыс ₸,535171.994899202,0.2239
100000008469048100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.82; получил 265 тыс ₸,217006.811950674,0.2211
100000001287955100,входящие извне выборки,"отдал 310 тыс ₸, получил в выборке 18 тыс ₸: разница 292 тыс ₸; проверить начальный остаток и невидимый вход",292480.0,0.2184
100000006638021100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.50; получил 388 тыс ₸,195226.6357682271,0.2182
100000008713270100,входящие извне выборки,"отдал 190 тыс ₸, получил в выборке 30 тыс ₸: разница 160 тыс ₸; проверить начальный остаток и невидимый вход",160000.0,0.2167
100000002748180100,входящие извне выборки,"отдал 680 тыс ₸, получил в выборке 10 тыс ₸: разница 670 тыс ₸; проверить начальный остаток и невидимый вход",669843.0,0.2141
100000003001564100,входящие извне выборки,"отдал 180 тыс ₸, получил в выборке 24 тыс ₸: разница 156 тыс ₸; проверить начальный остаток и невидимый вход",156480.0,0.2139
100000004586598100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.65; получил 761 тыс ₸,496598.5380520832,0.2115
100000008722541100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.64; получил 280 тыс ₸,178500.56168861897,0.2082
100000005041905100,входящие извне выборки,"отдал 1.1 млн ₸, получил в выборке 5 тыс ₸: разница 1.1 млн ₸; проверить начальный остаток и невидимый вход",1075351.0,0.2056
100000001831496100,входящие извне выборки,"отдал 373 тыс ₸, получил в выборке 25 тыс ₸: разница 348 тыс ₸; проверить начальный остаток и невидимый вход",348000.0,0.2047
100000008675322100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.64; получил 340 тыс ₸,216611.6372467448,0.2037
100000008632060100,входящие извне выборки,"отдал 339 тыс ₸, получил в выборке 6 тыс ₸: разница 333 тыс ₸; проверить начальный остаток и невидимый вход",333200.0,0.2012
100000008003034100,входящие извне выборки,"отдал 135 тыс ₸, получил в выборке 12 тыс ₸: разница 123 тыс ₸; проверить начальный остаток и невидимый вход",122799.0,0.2006
100000007591246100,входящие извне выборки,"отдал 120 тыс ₸, получил в выборке 12 тыс ₸: разница 108 тыс ₸; проверить начальный остаток и невидимый вход",107810.0,0.198
100000004813068100,входящие seed (источник выручки),seed переправил 297 тыс ₸; входящие seed в выгрузке неполны,297000.0,0.1939
100000005958064100,входящие извне выборки,"отдал 164 тыс ₸, получил в выборке 6 тыс ₸: разница 158 тыс ₸; проверить начальный остаток и невидимый вход",158240.84,0.192
100000008695157100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.55; получил 426 тыс ₸,236076.14353852408,0.1823
100000003989033100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.98; получил 373 тыс ₸,364333.2912527984,0.1819
100000006232642100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.63; получил 456 тыс ₸,285132.5006222348,0.1804
100000007018630100,входящие seed (источник выручки),seed переправил 200 тыс ₸; входящие seed в выгрузке неполны,200000.0,0.1797
100000001471706100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.90; получил 377 тыс ₸,338480.2574653895,0.1787
100000005485830100,входящие seed (источник выручки),seed переправил 276 тыс ₸; входящие seed в выгрузке неполны,275885.0,0.1767
100000004006327100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.59; получил 300 тыс ₸,176529.1196300255,0.1742
100000004200745100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.64; получил 130 тыс ₸,83084.89464487671,0.1735
100000002860934100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.72; получил 280 тыс ₸,200347.75024259184,0.1714
100000003192309100,входящие извне выборки,"отдал 213 тыс ₸, получил в выборке 17 тыс ₸: разница 196 тыс ₸; проверить начальный остаток и невидимый вход",195800.0,0.1658
100000008522127100,входящие seed (источник выручки),seed переправил 145 тыс ₸; входящие seed в выгрузке неполны,145000.0,0.1637
100000001378288100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.62; получил 268 тыс ₸,166829.30032758493,0.1629
100000008738526100,входящие извне выборки,"отдал 140 тыс ₸, получил в выборке 15 тыс ₸: разница 125 тыс ₸; проверить начальный остаток и невидимый вход",125000.0,0.1538
100000000557536100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.85; получил 153 тыс ₸,129298.20617877234,0.1534
100000006756956100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.68; получил 121 тыс ₸,82035.16662259096,0.1532
100000006308406100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.50; получил 183 тыс ₸,91939.84721185002,0.1515
100000004610802100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.99; получил 241 тыс ₸,238221.06349374575,0.1514
100000001724740100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.52; получил 185 тыс ₸,96013.96742365304,0.1511
100000007511780100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.51; получил 155 тыс ₸,78637.81071582745,0.147
100000008190411100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.95; получил 198 тыс ₸,188076.2747282908,0.1402
100000003696422100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.50; получил 118 тыс ₸,59526.002191779226,0.14
100000005417257100,входящие seed (источник выручки),seed переправил 106 тыс ₸; входящие seed в выгрузке неполны,106000.0,0.1397
100000005360814100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.55; получил 144 тыс ₸,79095.5769704534,0.1319
100000003186579100,исходящие 5-го колена,обход оборван; модель: P(передаёт дальше)=0.51; получил 110 тыс ₸,55796.71150251006,0.1254
100000000456947100,межбанк / наличные / переводы <5 тыс ₸,узел без внутрибанковских переводов ≥5 тыс ₸ за период,0.0,0.0093
100000003265658100,межбанк / наличные / переводы <5 тыс ₸,узел без внутрибанковских переводов ≥5 тыс ₸ за период,0.0,0.0093
100000003349739100,межбанк / наличные / переводы <5 тыс ₸,узел без внутрибанковских переводов ≥5 тыс ₸ за период,0.0,0.0093
100000003770083100,межбанк / наличные / переводы <5 тыс ₸,узел без внутрибанковских переводов ≥5 тыс ₸ за период,0.0,0.0093
100000004021459100,межбанк / наличные / переводы <5 тыс ₸,узел без внутрибанковских переводов ≥5 тыс ₸ за период,0.0,0.0093
100000004174835100,межбанк / наличные / переводы <5 тыс ₸,узел без внутрибанковских переводов ≥5 тыс ₸ за период,0.0,0.0093
100000005017150100,межбанк / наличные / переводы <5 тыс ₸,узел без внутрибанковских переводов ≥5 тыс ₸ за период,0.0,0.0093
100000005087431100,межбанк / наличные / переводы <5 тыс ₸,узел без внутрибанковских переводов ≥5 тыс ₸ за период,0.0,0.0093
100000005235389100,межбанк / наличные / переводы <5 тыс ₸,узел без внутрибанковских переводов ≥5 тыс ₸ за период,0.0,0.0093
100000005480435100,межбанк / наличные / переводы <5 тыс ₸,узел без внутрибанковских переводов ≥5 тыс ₸ за период,0.0,0.0093
100000005495722100,межбанк / наличные / переводы <5 тыс ₸,узел без внутрибанковских переводов ≥5 тыс ₸ за период,0.0,0.0093
100000005550592100,межбанк / наличные / переводы <5 тыс ₸,узел без внутрибанковских переводов ≥5 тыс ₸ за период,0.0,0.0093
100000005560900100,межбанк / наличные / переводы <5 тыс ₸,узел без внутрибанковских переводов ≥5 тыс ₸ за период,0.0,0.0093
100000005568407100,межбанк / наличные / переводы <5 тыс ₸,узел без внутрибанковских переводов ≥5 тыс ₸ за период,0.0,0.0093
100000008117324100,межбанк / наличные / переводы <5 тыс ₸,узел без внутрибанковских переводов ≥5 тыс ₸ за период,0.0,0.0093
100000008205000100,межбанк / наличные / переводы <5 тыс ₸,узел без внутрибанковских переводов ≥5 тыс ₸ за период,0.0,0.0093
100000008513251100,межбанк / наличные / переводы <5 тыс ₸,узел без внутрибанковских переводов ≥5 тыс ₸ за период,0.0,0.0093
100000008669037100,межбанк / наличные / переводы <5 тыс ₸,узел без внутрибанковских переводов ≥5 тыс ₸ за период,0.0,0.0093
100000008701222100,межбанк / наличные / переводы <5 тыс ₸,узел без внутрибанковских переводов ≥5 тыс ₸ за период,0.0,0.0093
